,_id,_type,id,adId,adSource,featured,name,brand,description,size,availability,availabilityType,imageUris,locations,onlineHeirs,date_extracted,restrictions.retailLimit,restrictions.promotionalLimit,restrictions.liquorAgeRestrictionFlag,restrictions.tobaccoAgeRestrictionFlag,restrictions.restrictedByOrganisation,restrictions.delivery,merchandiseHeir.tradeProfitCentre,merchandiseHeir.categoryGroup,merchandiseHeir.category,merchandiseHeir.subCategory,merchandiseHeir.className,pricing.now,pricing.was,pricing.unit.quantity,pricing.unit.ofMeasureQuantity,pricing.unit.ofMeasureUnits,pricing.unit.price,pricing.unit.ofMeasureType,pricing.unit.isWeighted,pricing.comparable,pricing.onlineSpecial,pricing.promotionType,internalDescription,pricing.specialType,pricing.offerDescription,pricing.multiBuyPromotion.type,pricing.multiBuyPromotion.id,pricing.multiBuyPromotion.minQuantity,pricing.multiBuyPromotion.reward,pricing.promotionDescription
21,64aa5b96de51bc190c6eb6e3,PRODUCT,5750960,,,False,Sliced Mushrooms,Coles,COLES MUSHROOMS:SLICED:.:200 GRAM,200g,True,InStoreAndOnline,"[{'altText': '', 'type': 'default', 'uri': '/5/5750960.jpg'}]","[{'aisleSide': 'Front of Store', 'description': 'Located in Fresh produce at $STORE', 'facing': 0, 'aisle': 'Fresh produce', 'order': 0, 'shelf': None}]","[{'aisle': 'Mushrooms', 'category': 'Vegetables', 'subCategory': 'Fruit & vegetables', 'categoryId': '1303', 'aisleId': '545641', 'subCategoryId': '2100'}]",2023-07-09,50,50,False,False,False,"['REMOTE SERVICE', 'TEMP']",FRESH PROD,VEGETABLES/SALAD,MUSHROOMS,WHITE MUSHROOMS,WHITE EA,3.9,0,1,1,kg,19.5,kg,False,$19.50 per 1kg,False,,,,,,,,,
22,64aa5b96de51bc190c6eb6e4,PRODUCT,2483914,,,False,Rosalee Pink Onions Prepacked,Coles,PRE PACK PINK ONIONS:ROSALEE:.:1 KG,1kg,True,InStoreAndOnline,"[{'altText': '', 'type': 'default', 'uri': '/2/2483914.jpg'}]","[{'aisleSide': 'Front of Store', 'description': 'Located in Fresh produce at $STORE', 'facing': 0, 'aisle': 'Fresh produce', 'order': 0, 'shelf': None}]","[{'aisle': 'Onion & leeks', 'category': 'Vegetables', 'subCategory': 'Fruit & vegetables', 'categoryId': '1303', 'aisleId': '646512', 'subCategoryId': '2100'}]",2023-07-09,50,50,False,False,False,,FRESH PROD,VEGETABLES/SALAD,HARD VEGETABLES,ONION,OTHER,2.9,0,1,1,kg,2.9,kg,False,$2.90 per 1kg,False,,,,,,,,,
23,64aa5b96de51bc190c6eb6e5,PRODUCT,4293374,,,False,Potatoes,Little Tractor,POTATOES:LITTLE TRACTOR:.:2 KG,2kg,True,InStoreAndOnline,"[{'altText': '', 'type': 'default', 'uri': '/4/4293374.jpg'}]","[{'aisleSide': 'Front of Store', 'description': 'Located in Fresh produce at $STORE', 'facing': 0, 'aisle': 'Fresh produce', 'order': 0, 'shelf': None}]","[{'aisle': 'Potatoes', 'category': 'Vegetables', 'subCategory': 'Fruit & vegetables', 'categoryId': '1303', 'aisleId': '545475', 'subCategoryId': '2100'}]",2023-07-09,50,50,False,False,False,,FRESH PROD,VEGETABLES/SALAD,POTATOES,WASHED POTATOES,PRE PACKED,5.0,0,1,1,kg,2.5,kg,False,$2.50 per 1kg,False,LOCKED,,,,,,,,Until 18 Jul 2023
24,64aa5b96de51bc190c6eb6e6,PRODUCT,409874,,,False,Navel Oranges,Coles,COLES ORANGES:NAVEL:3 KG,3kg,True,InStoreAndOnline,"[{'altText': '', 'type': 'default', 'uri': '/4/409874.jpg'}]","[{'aisleSide': 'Front of Store', 'description': 'Located in Fresh produce at $STORE', 'facing': 0, 'aisle': 'Fresh produce', 'order': 0, 'shelf': None}]","[{'aisle': 'Oranges', 'category': 'Fruit', 'subCategory': 'Fruit & vegetables', 'categoryId': '1302', 'aisleId': '1703', 'subCategoryId': '2100'}]",2023-07-09,50,50,False,False,False,"['REMOTE SERVICE', 'TEMP']",FRESH PROD,FRUIT,CITRUS,ORANGES,ORANGES NAVEL,5.5,0,1,1,kg,1.83,kg,False,$1.83 per 1kg,False,LOCKED,,,,,,,,Until 15 Aug 2023
25,64aa5b96de51bc190c6eb6e7,PRODUCT,3866840,,,False,Garlic Bulb Prepack,Coles,GARLIC BULB:PREPACK:.:4 PACK,4 pack,True,InStoreAndOnline,"[{'altText': '', 'type': 'default', 'uri': '/3/3866840.jpg'}]","[{'aisleSide': 'Front of Store', 'description': 'Located in Fresh produce at $STORE', 'facing': 0, 'aisle': 'Fresh produce', 'order': 0, 'shelf': None}]","[{'aisle': 'Garlic & ginger', 'category': 'Vegetables', 'subCategory': 'Fruit & vegetables', 'categoryId': '1303', 'aisleId': '579846', 'subCategoryId': '2100'}]",2023-07-09,50,50,False,False,False,,FRESH PROD,VEGETABLES/SALAD,HARD VEGETABLES,GARLIC,LOCAL,3.5,0,1,1,kg,31.82,kg,False,$31.82 per 1kg,False,,,,,,,,,
26,64aa5b96de51bc190c6eb6e8,PRODUCT,134040,,,False,Blackberries Prepacked,Coles,BLACKBERRIES:BERRIES:125 GRAM,125g,True,InStoreAndOnline,"[{'altText': '', 'type': 'default', 'uri': '/1/134040.jpg'}]","[{'aisleSide': 'Front of Store', 'description': 'Located in Fresh produce at $STORE', 'facing': 0, 'aisle': 'Fresh produce', 'order': 0, 'shelf': None}]","[{'aisle': 'Berries & cherries', 'category': 'Fruit', 'subCategory': 'Fruit & vegetables', 'categoryId': '1302', 'aisleId': '1701', 'subCategoryId': '2100'}, {'aisle': 'Fruit, Veg & Healthy Snacks', 'category': 'School Lunches & Snacks', 'subCategory': 'Back to school', 'categoryId': '8908403', 'aisleId': '8910003', 'subCategoryId': '8904801'}]",2023-07-09,50,50,False,False,False,"['OVN', 'REMOTE SERVICE', 'TEMP']",FRESH PROD,FRUIT,BERRIES & CHERRIES,BERRIES.,OTHER.,6.0,0,1,1,kg,48.0,kg,False,$48.00 per 1kg,False,,,,,,,,,
27,64aa5b96de51bc190c6eb6e9,PRODUCT,4829838,,,False,Cup Mushrooms,Coles,COLES MUSHROOMS:CUP:.:500 GRAM,500g,True,InStoreAndOnline,"[{'altText': '', 'type': 'default', 'uri': '/4/4829838.jpg'}]","[{'aisleSide': 'Front of Store', 'description': 'Located in Fresh produce at $STORE', 'facing': 0, 'aisle': 'Fresh produce', 'order': 0, 'shelf': None}]","[{'aisle': 'Mushrooms', 'category': 'Vegetables', 'subCategory': 'Fruit & vegetables', 'categoryId': '1303', 'aisleId': '545641', 'subCategoryId': '2100'}]",2023-07-09,50,50,False,False,False,"['REMOTE SERVICE', 'TEMP']",FRESH PROD,VEGETABLES/SALAD,MUSHROOMS,WHITE MUSHROOMS,WHITE EA,6.5,0,1,1,kg,13.0,kg,False,$13.00 per 1kg,False,LOCKED,,,,,,,,Until 1 Aug 2023
28,64aa5b96de51bc190c6eb6ea,PRODUCT,3609392,,,False,I'M Perfect Carrots Prepacked,Coles,I'MPERFECT PP CARROTS:.:1.5 KG,1.5kg,True,InStoreAndOnline,"[{'altText': '', 'type': 'default', 'uri': '/3/3609392.jpg'}]","[{'aisleSide': 'Front of Store', 'description': 'Located in Fresh produce at $STORE', 'facing': 0, 'aisle': 'Fresh produce', 'order': 0, 'shelf': None}]","[{'aisle': 'Carrots & parsnips', 'category': 'Vegetables', 'subCategory': 'Fruit & vegetables', 'categoryId': '1303', 'aisleId': '541654', 'subCategoryId': '2100'}]",2023-07-09,50,50,False,False,False,['REMOTE SERVICE'],FRESH PROD,VEGETABLES/SALAD,HARD VEGETABLES,CARROTS,IM PERFECT,1.5,0,1,1,kg,1.0,kg,False,$1.00 per 1kg,False,,,,,,,,,
29,64aa5b96de51bc190c6eb6eb,PRODUCT,4293487,,,False,Onions Little Tractor,Coles,ONIONS:LITTLE TRACTOR:.:2 KG,2kg,True,InStoreAndOnline,"[{'altText': '', 'type': 'default', 'uri': '/4/4293487.jpg'}]","[{'aisleSide': 'Front of Store', 'description': 'Located in Fresh produce at $STORE', 'facing': 0, 'aisle': 'Fresh produce', 'order': 0, 'shelf': None}]","[{'aisle': 'Onion & leeks', 'category': 'Vegetables', 'subCategory': 'Fruit & vegetables', 'categoryId': '1303', 'aisleId': '646512', 'subCategoryId': '2100'}]",2023-07-09,50,50,False,False,False,,FRESH PROD,VEGETABLES/SALAD,HARD VEGETABLES,ONION,BROWN,3.9,0,1,1,kg,1.95,kg,False,$1.95 per 1kg,False,LOCKED,,,,,,,,Until 1 Aug 2023
30,64aa5b96de51bc190c6eb6ec,PRODUCT,4829860,,,False,Cup Mushrooms Prepacked,Coles,COLES MUSHROOMS:CUP:.:200 GRAM,200g,True,InStoreAndOnline,"[{'altText': '', 'type': 'default', 'uri': '/4/4829860.jpg'}]","[{'aisleSide': 'Front of Store', 'description': 'Located in Fresh produce at $STORE', 'facing': 0, 'aisle': 'Fresh produce', 'order': 0, 'shelf': None}]","[{'aisle': 'Mushrooms', 'category': 'Vegetables', 'subCategory': 'Fruit & vegetables', 'categoryId': '1303', 'aisleId': '545641', 'subCategoryId': '2100'}]",2023-07-09,50,50,False,False,False,"['REMOTE SERVICE', 'TEMP']",FRESH PROD,VEGETABLES/SALAD,MUSHROOMS,WHITE MUSHROOMS,WHITE EA,3.9,0,1,1,kg,19.5,kg,False,$19.50 per 1kg,False,,,,,,,,,
31,64aa5b96de51bc190c6eb6ed,PRODUCT,4628326,,,False,Snow Peas Medium,Coles,COLES SNOW PEAS:MEDIUM:.:150 GRAM,150g,True,InStoreAndOnline,"[{'altText': '', 'type': 'default', 'uri': '/4/4628326.jpg'}]","[{'aisleSide': 'Front of Store', 'description': 'Located in Fresh produce at $STORE', 'facing': 0, 'aisle': 'Fresh produce', 'order': 0, 'shelf': None}]","[{'aisle': 'Peas, beans & okra', 'category': 'Vegetables', 'subCategory': 'Fruit & vegetables', 'categoryId': '1303', 'aisleId': '637948', 'subCategoryId': '2100'}]",2023-07-09,50,50,False,False,False,"['REMOTE SERVICE', 'TEMP']",FRESH PROD,VEGETABLES/SALAD,BUNCH LINES,PEAS,SNOW,3.1,0,1,1,kg,20.67,kg,False,$20.67 per 1kg,False,,,,,,,,,
32,64aa5b96de51bc190c6eb6ee,PRODUCT,4575161,,,False,Sleeved Herbs Parsley Continental,Coles,SLEEVED HERBS:PARSLEY CONTINENTAL:.:1 BUNCH,1 each,True,InStoreAndOnline,"[{'altText': '', 'type': 'default', 'uri': '/4/4575161.jpg'}]","[{'aisleSide': 'Front of Store', 'description': 'Located in Fresh produce at $STORE', 'facing': 0, 'aisle': 'Fresh produce', 'order': 0, 'shelf': None}]","[{'aisle': 'Herbs', 'category': 'Salad & herbs', 'subCategory': 'Fruit & vegetables', 'categoryId': '1304', 'aisleId': '74564', 'subCategoryId': '2100'}]",2023-07-09,50,50,False,False,False,['REMOTE SERVICE'],FRESH PROD,VEGETABLES/SALAD,HERBS & CHILLIES,HERBS.,OTHER.,3.2,0,1,1,ea,3.2,ea,False,$3.20 per 1ea,False,SPECIAL,,MULTI_SAVE,Pick any 2 for $5.50,MultibuyMultiSku,727583653,2.0,2.75,
33,64aa5b96de51bc190c6eb6ef,PRODUCT,6839480,,,False,Royal Honey Mandarins,Coles,MANDARINS ROYAL HONEY:PER KG,approx. 180g,True,InStoreAndOnline,"[{'altText': '', 'type': 'default', 'uri': '/6/6839480.jpg'}]","[{'aisleSide': 'Front of Store', 'description': 'Located in Fresh produce at $STORE', 'facing': 0, 'aisle': 'Fresh produce', 'order': 0, 'shelf': None}]","[{'aisle': 'Mandarins', 'category': 'Fruit', 'subCategory': 'Fruit & vegetables', 'categoryId': '1302', 'aisleId': '3108', 'subCategoryId': '2100'}]",2023-07-09,50,50,False,False,False,,FRESH PROD,FRUIT,CITRUS,MANDARINS,MANDARINS OTHER,0.52,0,180,1,g,2.9,g,True,$2.90 per 1kg,False,SPECIAL,,,,,,,,
34,64aa5b96de51bc190c6eb6f0,PRODUCT,6885716,,,False,4 Leaf Salad Mix,Coles,COLES 4 LEAF:SALAD MIX:.:120 GRAM,120g,True,InStoreAndOnline,"[{'altText': '', 'type': 'default', 'uri': '/6/6885716.jpg'}]","[{'aisleSide': 'Front of Store', 'description': 'Located in Fresh produce at $STORE', 'facing': 0, 'aisle': 'Fresh produce', 'order': 0, 'shelf': None}]","[{'aisle': 'Lettuce & Mixed Leaf', 'category': 'Packaged Salad', 'subCategory': 'Fruit & vegetables', 'categoryId': '8893800', 'aisleId': '8893803', 'subCategoryId': '2100'}]",2023-07-09,20,12,False,False,False,"['OVN', 'REMOTE SERVICE', 'TEMP', 'SALAD']",FRESH PROD,FRUIT,PACKAGED SALADS,LEAF,BLEND,2.0,0,1,1,kg,16.67,kg,False,$16.67 per 1kg,False,,,,,,,,,
35,64aa5b96de51bc190c6eb6f1,PRODUCT,409728,,,False,Medium Lemons 5 Pack,Coles,LEMONS 5PK:MEDIUM:1 EACH.,1 each,True,InStoreAndOnline,"[{'altText': '', 'type': 'default', 'uri': '/4/409728.jpg'}]","[{'aisleSide': 'Front of Store', 'description': 'Located in Fresh produce at $STORE', 'facing': 0, 'aisle': 'Fresh produce', 'order': 0, 'shelf': None}]","[{'aisle': 'Lemons & limes', 'category': 'Fruit', 'subCategory': 'Fruit & vegetables', 'categoryId': '1302', 'aisleId': '3109', 'subCategoryId': '2100'}]",2023-07-09,50,50,False,False,False,"['REMOTE SERVICE', 'TEMP']",FRESH PROD,FRUIT,CITRUS,LEMONS,LEMONS,4.5,0,1,1,ea,0.9,ea,False,$4.50 per 1ea,False,SPECIAL,,,,,,,,
36,64aa5b96de51bc190c6eb6f2,PRODUCT,2470526,,,False,Shredded Iceberg Lettuce,Coles,COLES SHREDDED ICEBERG LETTUCE 200G,200g,True,InStoreAndOnline,"[{'altText': '', 'type': 'default', 'uri': '/2/2470526.jpg'}]","[{'aisleSide': 'Front of Store', 'description': 'Located in Fresh produce at $STORE', 'facing': 0, 'aisle': 'Fresh produce', 'order': 0, 'shelf': None}]","[{'aisle': 'Lettuce', 'category': 'Vegetables', 'subCategory': 'Fruit & vegetables', 'categoryId': '1303', 'aisleId': '1313', 'subCategoryId': '2100'}, {'aisle': 'Lettuce & Mixed Leaf', 'category': 'Packaged Salad', 'subCategory': 'Fruit & vegetables', 'categoryId': '8893800', 'aisleId': '8893803', 'subCategoryId': '2100'}]",2023-07-09,20,12,False,False,False,"['OVN', 'REMOTE SERVICE', 'TEMP']",FRESH PROD,FRUIT,PACKAGED SALADS,LEAF,MONO,2.0,0,1,1,kg,10.0,kg,False,$10.00 per 1kg,False,,,,,,,,,
37,64aa5b96de51bc190c6eb6f3,PRODUCT,4835171,,,False,Vine Ripened Tomatoes Prepacked,Coles,COLES TOMATOES VINE RIPENED:PREPACK:.:500 GRAM,500g,True,InStoreAndOnline,"[{'altText': '', 'type': 'default', 'uri': '/4/4835171.jpg'}]","[{'aisleSide': 'Front of Store', 'description': 'Located in Fresh produce at $STORE', 'facing': 0, 'aisle': 'Fresh produce', 'order': 0, 'shelf': None}]","[{'aisle': 'Tomatoes', 'category': 'Vegetables', 'subCategory': 'Fruit & vegetables', 'categoryId': '1303', 'aisleId': '465794', 'subCategoryId': '2100'}]",2023-07-09,50,50,False,False,False,"['REMOTE SERVICE', 'TEMP']",FRESH PROD,VEGETABLES/SALAD,TOMATOES,TOMATOES P/P,TRUSS,4.9,0,1,1,kg,9.8,kg,False,$9.80 per 1kg,False,,,,,,,,,
38,64aa5b96de51bc190c6eb6f4,PRODUCT,1499759,,,False,Baby Rocket,Coles,COLES BABY ROCKET:.:60 GRAM,60g,True,InStoreAndOnline,"[{'altText': '', 'type': 'default', 'uri': '/1/1499759.jpg'}]","[{'aisleSide': 'Front of Store', 'description': 'Located in Fresh produce at $STORE', 'facing': 0, 'aisle': 'Fresh produce', 'order': 0, 'shelf': None}]","[{'aisle': 'Lettuce & Mixed Leaf', 'category': 'Packaged Salad', 'subCategory': 'Fruit & vegetables', 'categoryId': '8893800', 'aisleId': '8893803', 'subCategoryId': '2100'}]",2023-07-09,20,12,False,False,False,"['OVN', 'REMOTE SERVICE', 'TEMP']",FRESH PROD,FRUIT,PACKAGED SALADS,LEAF,LEAF,2.0,0,1,1,kg,33.33,kg,False,$33.34 per 1kg,False,,,,,,,,,
39,64aa5b96de51bc190c6eb6f5,PRODUCT,1069160,,,False,Celery Sticks Prepacked,Coles,CELERY PRE PACKED:FRESH:.:300 GRAM,300g,True,InStoreAndOnline,"[{'altText': '', 'type': 'default', 'uri': '/1/1069160.jpg'}]","[{'aisleSide': 'Front of Store', 'description': 'Located in Fresh produce at $STORE', 'facing': 0, 'aisle': 'Fresh produce', 'order': 0, 'shelf': None}]","[{'aisle': 'Celery', 'category': 'Vegetables', 'subCategory': 'Fruit & vegetables', 'categoryId': '1303', 'aisleId': '7594946', 'subCategoryId': '2100'}]",2023-07-09,50,50,False,False,False,"['REMOTE SERVICE', 'TEMP']",FRESH PROD,VEGETABLES/SALAD,BUNCH LINES,CELERY,CELERY,4.2,0,1,1,kg,14.0,kg,False,$14.00 per 1kg,False,SPECIAL,,,,,,,,
40,64aa5b96de51bc190c6eb6f6,PRODUCT,8658588,,,False,Salad Family Baby Spinach,Coles,COLES SALAD FAMILY:FAMILY SPINACH:.:280 GRAM,280g,True,InStoreAndOnline,"[{'altText': '', 'type': 'default', 'uri': '/8/8658588.jpg'}]","[{'aisleSide': 'Front of Store', 'description': 'Located in Fresh produce at $STORE', 'facing': 0, 'aisle': 'Fresh produce', 'order': 0, 'shelf': None}]","[{'aisle': 'Lettuce & Mixed Leaf', 'category': 'Packaged Salad', 'subCategory': 'Fruit & vegetables', 'categoryId': '8893800', 'aisleId': '8893803', 'subCategoryId': '2100'}]",2023-07-09,20,12,False,False,False,"['OVN', 'REMOTE SERVICE', 'TEMP']",FRESH PROD,FRUIT,PACKAGED SALADS,LEAF,LEAF,5.0,0,1,1,kg,17.86,kg,False,$17.86 per 1kg,False,,,,,,,,,
41,64aa5b96de51bc190c6eb6f7,PRODUCT,2386281,,,False,Trimmed Celery Prepacked,Coles,CELERY PRE PACKED:TRIMMED:.:1 EACH,1 each,True,InStoreAndOnline,"[{'altText': '', 'type': 'default', 'uri': '/2/2386281.jpg'}]","[{'aisleSide': 'Front of Store', 'description': 'Located in Fresh produce at $STORE', 'facing': 0, 'aisle': 'Fresh produce', 'order': 0, 'shelf': None}]","[{'aisle': 'Celery', 'category': 'Vegetables', 'subCategory': 'Fruit & vegetables', 'categoryId': '1303', 'aisleId': '7594946', 'subCategoryId': '2100'}]",2023-07-09,50,50,False,False,False,"['REMOTE SERVICE', 'TEMP']",FRESH PROD,VEGETABLES/SALAD,BUNCH LINES,CELERY,CELERY,4.5,0,1,1,ea,4.5,ea,False,$4.50 per 1ea,False,,,,,,,,,
42,64aa5b96de51bc190c6eb6f8,PRODUCT,4590573,,,False,Portobello Mushrooms,Coles,MUSHROOMS:PORTOBELLO:.:PER KG,approx. 200g,True,InStoreAndOnline,"[{'altText': '', 'type': 'default', 'uri': '/4/4590573.jpg'}]","[{'aisleSide': 'Front of Store', 'description': 'Located in Fresh produce at $STORE', 'facing': 0, 'aisle': 'Fresh produce', 'order': 0, 'shelf': None}]","[{'aisle': 'Mushrooms', 'category': 'Vegetables', 'subCategory': 'Fruit & vegetables', 'categoryId': '1303', 'aisleId': '545641', 'subCategoryId': '2100'}]",2023-07-09,50,50,False,False,False,['REMOTE SERVICE'],FRESH PROD,VEGETABLES/SALAD,MUSHROOMS,BROWN MUSHROOMS,BROWN KG,2.58,0,200,1,g,12.9,g,True,$12.90 per 1kg,False,SPECIAL,,,,,,,,
43,64aa5b96de51bc190c6eb6f9,PRODUCT,5212276,,,False,Amour Mandarins,Coles,MANDARINS PP:AMOUR:.:850 GRAM,850g,True,InStoreAndOnline,"[{'altText': '', 'type': 'default', 'uri': '/5/5212276.jpg'}]","[{'aisleSide': 'Front of Store', 'description': 'Located in Fresh produce at $STORE', 'facing': 0, 'aisle': 'Fresh produce', 'order': 0, 'shelf': None}]","[{'aisle': 'Mandarins', 'category': 'Fruit', 'subCategory': 'Fruit & vegetables', 'categoryId': '1302', 'aisleId': '3108', 'subCategoryId': '2100'}]",2023-07-09,50,50,False,False,False,,FRESH PROD,FRUIT,CITRUS,MANDARINS,MANDARINS AMOUR,3.9,0,1,1,kg,4.59,kg,False,$4.59 per 1kg,False,,,,,,,,,
44,64aa5b96de51bc190c6eb6fa,PRODUCT,1206748,,,False,Washed Potatoes,Coles,COLES POTATOES:WASHED:.:2 KG,2kg,True,InStoreAndOnline,"[{'altText': '', 'type': 'default', 'uri': '/1/1206748.jpg'}]","[{'aisleSide': 'Front of Store', 'description': 'Located in Fresh produce at $STORE', 'facing': 0, 'aisle': 'Fresh produce', 'order': 0, 'shelf': None}]","[{'aisle': 'Potatoes', 'category': 'Vegetables', 'subCategory': 'Fruit & vegetables', 'categoryId': '1303', 'aisleId': '545475', 'subCategoryId': '2100'}]",2023-07-09,50,50,False,False,False,"['REMOTE SERVICE', 'TEMP']",FRESH PROD,VEGETABLES/SALAD,POTATOES,WASHED POTATOES,PRE PACKED,7.5,0,1,1,kg,3.75,kg,False,$3.75 per 1kg,False,,,,,,,,,
45,64aa5b96de51bc190c6eb6fb,PRODUCT,5040396,,,False,Jumbo Value Pack Baby Spinach,Coles,COLES JUMBO VALUE PACK BBY SPINACH:.:400 GRAM,400g,True,InStoreAndOnline,"[{'altText': '', 'type': 'default', 'uri': '/5/5040396.jpg'}]","[{'aisleSide': 'Front of Store', 'description': 'Located in Fresh produce at $STORE', 'facing': 0, 'aisle': 'Fresh produce', 'order': 0, 'shelf': None}]","[{'aisle': 'Lettuce & Mixed Leaf', 'category': 'Packaged Salad', 'subCategory': 'Fruit & vegetables', 'categoryId': '8893800', 'aisleId': '8893803', 'subCategoryId': '2100'}]",2023-07-09,20,12,False,False,False,,FRESH PROD,FRUIT,PACKAGED SALADS,LEAF,LEAF,5.8,0,1,1,kg,14.5,kg,False,$14.50 per 1kg,False,,,,,,,,,
